
讀書郎	02385.HK	跌穿上市價	2022/07/12	400	19.01-36.04	7.6	7.600	0.7	1手	100.0%	6.630	-5.260%	-12.763%
潤邁德－Ｂ	02297.HK	跌穿上市價	2022/07/08	1,000	1.54-71.24	6.24	6.240	5.4	15手	20.0%	0.142	-15.380%	-97.724%
魯商服務	02376.HK	跌穿上市價	2022/07/08	500	1.48-7.11	5.92	5.920	6.4	30手	33.0%	1.500	-25.170%	-74.662%
玄武雲	02392.HK	跌穿上市價	2022/07/08	500	1.82-45.78	6.24	6.240	41.1	20手	5.2%	0.870	+0.640%	-86.058%
智雲健康	09955.HK	跌穿上市價	2022/07/06	100	6.16-180.22	30.5	30.500	6.9	4手	50.0%	1.290	-7.540%	-95.770%
塗鴉智能－Ｗ	02391.HK	跌穿上市價	2022/07/05	200	33.45-127.52	19.3	19.300	9.0	9手	18.0%	14.880	0.000%	-22.902%
金融壹賬通	06638.HK		2022/07/04	500	N/A	N/A	N/A	N/A	N/A	N/A	0.650	N/A	N/A
天潤雲	02167.HK	跌穿上市價	2022/06/30	200	0.96-27.67	12.85	12.850	0.2	2手	90.0%	2.390	-0.080%	-81.401%
偉立控股	02372.HK	跌穿上市價	2022/06/30	4,000	1.70-5.84	0.63	0.630	10.4	20手	5.4%	0.240	0.000%	-61.905%
快狗打車	02246.HK	跌穿上市價	2022/06/24	200	1.48-142.49	21.5	21.500	3.1	1手	100.0%	0.490	-22.230%	-97.721%
美因基因	06667.HK	跌穿上市價	2022/06/22	200	17.58-50.24	18	18.000	8.6	20手	10.0%	7.530	0.000%	-58.167%
友和集團	02347.HK	跌穿上市價	2022/06/10	2,000	2.65-12.25	2.1	2.100	7.4	20手	20.0%	0.560	0.000%	-73.333%
VISION DEAL-Z 	07827.HK	跌穿上市價	2022/06/10	110,000	10.14-12.29	10	10.000	N/A	N/A	N/A	9.430	-1.100%	-5.700%
雲康集團	02325.HK	跌穿上市價	2022/05/18	500	41.00-119.16	7.89	7.890	0.4	1手	100.0%	7.200	+7.730%	-8.745%
