name,code,sink_below,lst_date,lot_size,mkt_cap,off_price,lst_price,over_sub_rate,one_lot,one_lot_suc_rate,last,first_per,acc_per
-99,-99,1,-99,100,681.45,38,38.000,-1,1,1.0,12.340,0.0,-0.6753
-99,-99,1,-99,200,1211.06,16.16,16.160,2.2,5,0.6,7.230,0.0309,-0.5526
-99,-99,1,-99,100,659.58,49.35,49.350,-1,1,1.0,22.200,-0.0679,-0.5502
-99,-99,1,-99,100,554.21,48,48.000,-1,1,1.0,30.050,-0.3354,-0.374
-99,-99,1,-99,5000,5.81,0.85,0.850,150.3,120,0.301,0.480,-0.2706,-0.4353
-99,-99,0,-99,100,-1,-1,-1,-1,-1,-1,43.300,-1,-1
-99,-99,1,-99,110000,12.51,10,10.000,-1,-1,-1,9.460,0.0,-0.054
-99,-99,1,-99,500,270.98,12,12.000,6.2,10,0.112,0.590,0.0,-0.9508
-99,-99,1,-99,100,195.36,40,40.000,-1,1,1.0,1.740,0.0,-0.9565
-99,-99,1,-99,500,115.03,25.22,25.220,4.9,14,0.5,6.000,0.031,-0.7621
-99,-99,1,-99,100,5792.81,158,158.000,0.1,1,1.0,52.750,0.0,-0.6661
-99,-99,1,-99,500,8.75,8.6,8.600,-1,1,1.0,6.670,-0.0012,-0.2244
-99,-99,1,-99,5000,24.03,0.56,0.560,18.2,1,1.0,0.375,0.4107,-0.3304
-99,-99,0,-99,115000,-1,10,10.000,-1,-1,-1,-1,0.0,-1
-99,-99,1,-99,100,123.82,27.75,27.750,-1,1,1.0,3.140,-0.027,-0.8869
-99,-99,0,-99,10000,29.44,0.325,0.325,25.5,15,0.3,0.360,1.4308,0.1077
-99,-99,0,-99,2000,24.00,1.08,1.080,9.7,20,0.3,2.420,0.1296,1.2407
-99,-99,1,-99,1000,156.15,24.64,24.640,44.3,25,0.049,9.660,-0.0016,-0.6079
-99,-99,1,-99,1500,50.31,1.8,1.800,-1,1,1.0,1.300,0.0,-0.2778
-99,-99,1,-99,500,12.63,6.08,6.080,7.1,12,0.15,5.000,-0.079,-0.1776
-99,-99,1,-99,20,9.17,292,292.000,2.3,1,1.0,17.300,-0.0445,-0.9407
-99,-99,1,-99,200,1456.58,82,82.000,8.3,1,1.0,29.400,0.0,-0.6415
-99,-99,0,-99,200,751.22,13.8,13.800,0.4,2,0.869,34.400,-0.0304,1.4928
-99,-99,1,-99,500,32.12,5.36,5.360,1.2,3,0.5,4.600,0.0,-0.1418
-99,-99,1,-99,400,36.04,7.6,7.600,0.7,1,1.0,6.630,-0.0526,-0.1276
-99,-99,1,-99,1000,71.24,6.24,6.240,5.4,15,0.2,0.142,-0.1538,-0.9772
-99,-99,1,-99,500,7.11,5.92,5.920,6.4,30,0.33,1.500,-0.2517,-0.7466
-99,-99,1,-99,500,45.78,6.24,6.240,41.1,20,0.052,0.870,0.0064,-0.8606
-99,-99,1,-99,100,180.22,30.5,30.500,6.9,4,0.5,1.290,-0.0754,-0.9577
-99,-99,1,-99,200,127.52,19.3,19.300,9.0,9,0.18,14.880,0.0,-0.229
-99,-99,0,-99,500,-1,-1,-1,-1,-1,-1,0.650,-1,-1
-99,-99,1,-99,200,27.67,12.85,12.850,0.2,2,0.9,2.390,-0.0008,-0.814
-99,-99,1,-99,4000,5.84,0.63,0.630,10.4,20,0.054,0.240,0.0,-0.619
-99,-99,1,-99,200,142.49,21.5,21.500,3.1,1,1.0,0.490,-0.2223,-0.9772
-99,-99,1,-99,200,50.24,18,18.000,8.6,20,0.1,7.530,0.0,-0.5817
-99,-99,1,-99,2000,12.25,2.1,2.100,7.4,20,0.2,0.560,0.0,-0.7333
-99,-99,1,-99,110000,12.29,10,10.000,-1,-1,-1,9.430,-0.011,-0.057
-99,-99,1,-99,500,119.16,7.89,7.890,0.4,1,1.0,7.200,0.0773,-0.0874
